gender,birth,marriage,religion,income,code_job,code_region
1,1987,5,1,9999,NA,1
1,1988,5,1,200,399,1
2,1951,2,2,9999,NA,1
1,1954,1,1,9999,811,1
2,1958,1,1,9999,811,1
2,1982,5,1,244,530,1
1,1952,1,1,9999,NA,4
2,1955,1,1,17,421,4
1,1942,1,1,9999,521,4
2,1942,1,1,9999,521,4
2,1948,3,2,9999,NA,3
2,1944,3,1,9999,NA,3
1,1946,1,1,158,930,3
2,1946,1,1,9999,NA,3
1,1945,1,2,9999,NA,3
2,1951,1,2,100.8,930,3
1,1952,5,2,9999,NA,3
2,1951,3,1,9999,NA,1
2,1938,2,1,9999,NA,4
1,1949,2,2,9999,NA,4
1,1994,5,2,9999,NA,4
2,1933,2,2,9999,NA,3
2,1971,3,2,9999,NA,4
1,1994,5,2,9999,NA,4
2,1950,3,2,50,421,4
1,1936,1,1,9999,NA,3
2,1939,1,1,9999,NA,3
2,1942,2,1,9999,NA,3
1,1929,1,1,9999,NA,3
2,1933,1,1,9999,NA,3
1,1947,1,1,9999,NA,3
2,1950,1,1,75,421,3
2,1943,2,1,9999,991,3
1,1931,1,2,9999,NA,3
2,1933,1,2,9999,NA,3
2,1962,3,1,9999,521,3
2,1997,0,2,9999,NA,3
1,1938,1,2,9999,611,3
2,1939,1,2,9999,NA,3
2,1931,2,1,9999,NA,3
2,1928,2,2,9999,NA,3
2,1934,2,2,9999,NA,3
1,1945,1,1,9999,NA,3
2,1950,1,1,87,941,3
1,1979,1,2,330.6,873,3
2,1978,1,2,9999,999,3
1,2010,0,2,9999,NA,3
2,2010,0,2,9999,NA,3
2,1935,2,1,9999,NA,3
1,1935,1,1,156,876,3
2,1938,1,1,9999,NA,3
1,1943,4,2,9999,NA,3
2,1939,2,1,9999,NA,3
2,1933,2,1,9999,NA,3
1,1955,1,2,257,753,3
2,1961,1,2,9999,NA,3
1,1936,1,1,9999,521,3
2,1942,1,1,9999,521,3
1,1934,1,1,9999,NA,3
2,1934,1,1,9999,NA,3
1,1963,5,1,9999,NA,3
2,1936,2,1,9999,NA,3
1,1975,1,1,371,853,3
2,1978,1,1,9999,NA,3
2,2002,0,1,9999,NA,3
2,2004,0,1,9999,NA,3
1,1976,1,2,431,873,3
2,1979,1,2,9999,NA,3
2,2012,0,2,9999,NA,3
2,2012,0,2,9999,NA,3
1,1932,1,1,9999,NA,2
2,1940,1,1,9999,NA,2
1,1935,1,1,9999,NA,2
2,1933,1,1,9999,NA,2
1,1962,1,2,9999,NA,3
2,1965,1,2,205,930,3
1,1988,5,2,150,314,3
1,1947,1,1,9999,NA,3
2,1951,1,1,9999,NA,3
2,1984,5,2,188,313,3
1,1949,3,2,9999,875,2
1,1978,5,2,9999,NA,2
1,1958,5,1,333.3,941,2
1,1964,1,1,9999,773,3
2,1966,1,1,129.6,930,3
2,1989,5,1,254,259,3
2,1991,5,1,9999,NA,3
2,1943,2,1,20,952,3
1,1957,1,1,271.6,710,3
2,1963,1,1,173.3,930,3
1,1946,1,2,269.5,841,3
2,1949,1,1,9999,NA,3
2,1977,5,1,120,521,3
1,1939,1,2,9999,NA,3
2,1944,1,1,9999,NA,3
1,1977,1,2,333.3,312,3
2,1980,1,2,80,259,3
1,2009,0,2,9999,NA,3
1,2011,0,2,9999,NA,3
2,1969,3,2,158,521,3
2,1991,5,2,164.7,510,3
2,1994,5,2,9999,NA,3
1,2009,0,2,9999,NA,3
2,1939,3,1,9999,NA,3
1,1979,5,2,250,510,2
2,1941,2,2,9999,NA,2
1,1962,1,2,254.2,771,2
2,1966,1,2,9999,NA,2
2,1937,2,1,9999,NA,2
1,1951,1,1,250,953,2
2,1953,1,1,150,953,2
1,1977,1,1,9999,151,2
1,1981,5,1,352,235,2
2,1983,1,1,192,313,2
1,1976,1,2,283,761,2
2,1977,1,2,80,259,2
1,2010,0,2,9999,NA,2
2,1944,2,2,9999,NA,2
1,1975,5,1,210,762,2
1,1970,1,2,300,751,2
2,1973,1,2,125,254,2
2,2003,0,2,9999,NA,2
2,2004,0,2,9999,NA,2
2,1943,5,2,9999,NA,4
1,1948,1,2,9999,NA,4
2,1949,1,2,9999,953,4
1,1953,1,1,9999,271,4
2,1962,1,1,202,930,4
1,1985,5,1,265.8,861,4
1,1936,1,2,9999,NA,4
2,1939,1,2,9999,NA,4
1,1945,1,2,9999,999,3
2,1946,1,2,9999,NA,3
1,1973,5,2,9999,NA,3
1,1975,5,2,9999,NA,3
2,1936,2,2,9999,NA,3
1,1962,5,2,125,942,3
2,1959,2,2,9999,NA,3
2,1935,2,1,9999,NA,3
2,1945,2,1,9999,NA,3
1,1998,0,1,9999,NA,3
1,1934,1,2,9999,611,3
2,1940,1,2,9999,NA,3
2,1933,2,1,9999,NA,3
1,1929,6,1,9999,611,3
2,1933,2,1,9999,611,3
2,1933,2,1,9999,611,3
1,1962,3,2,9999,NA,3
2,1938,2,1,9999,NA,3
2,1932,2,1,9999,NA,3
2,1934,2,2,9999,NA,3
1,1942,2,2,9999,NA,3
1,1957,3,2,9999,NA,3
2,1951,3,2,9999,NA,2
1,1943,1,1,9999,NA,3
2,1948,1,1,9999,NA,3
1,1949,1,2,9999,NA,3
2,1949,1,1,9999,399,3
1,1942,1,1,9999,NA,3
2,1947,1,1,90,941,3
1,1944,1,2,120,942,3
2,1952,1,1,9999,NA,3
1,1939,1,1,9999,NA,3
2,1940,1,1,9999,NA,3
2,1939,2,2,20,999,3
2,1968,3,2,9999,941,3
2,1993,5,2,9999,NA,3
2,1996,5,2,9999,NA,3
2,1974,5,1,170,399,2
2,1939,2,1,9999,NA,2
2,1942,2,1,9999,NA,3
2,1937,2,1,9999,NA,3
1,1971,1,2,214.4,521,3
2,1976,1,2,104,247,3
1,2002,0,2,9999,NA,3
1,2003,0,2,9999,NA,3
1,1961,5,1,9999,NA,2
2,1938,2,1,9999,NA,2
1,1961,1,1,226.6,841,3
2,1964,1,1,184.8,930,3
1,1961,1,1,666.6,753,3
2,1963,1,1,9999,521,3
2,1995,5,2,9999,NA,3
1,1957,3,2,9999,NA,2
1,1971,5,2,9999,NA,2
1,1970,5,1,9999,NA,2
2,1975,1,1,9999,NA,2
1,1972,1,1,9999,NA,2
1,1997,0,1,9999,NA,2
1,2001,0,1,9999,NA,2
1,2007,0,1,9999,NA,2
2,2014,0,1,9999,NA,2
1,1973,1,2,389.9,761,2
2,1973,1,2,120,399,2
2,2001,0,2,9999,NA,2
1,2002,0,2,9999,NA,2
1,1967,1,2,9999,442,2
2,1970,1,2,9999,NA,2
2,1996,5,2,9999,NA,2
1,1998,0,2,9999,NA,2
1,1956,1,2,9999,873,2
2,1957,1,2,9999,NA,2
2,1983,5,2,300,222,2
1,1985,5,2,9999,NA,2
1,1951,1,1,9999,NA,2
2,1953,1,1,117.5,864,2
1,1982,5,1,158,930,2
1,1937,1,1,9999,NA,2
2,1936,1,1,9999,NA,2
1,1969,5,1,9999,NA,2
2,1942,2,1,9999,NA,2
2,1996,5,1,9999,NA,2
2,1997,0,1,9999,NA,2
2,1969,2,1,75,999,2
2,1993,5,1,9999,NA,2
2,1998,0,1,9999,521,2
2,1962,2,1,166.6,510,2
1,1996,5,1,9999,NA,2
1,1965,1,2,488,224,2
2,1964,1,2,9999,873,2
2,1991,5,2,258,285,2
1,1992,5,2,9999,NA,2
2,1975,3,1,9999,NA,2
1,2000,0,1,9999,NA,2
2,2004,0,1,9999,NA,2
2,2008,0,1,9999,NA,2
1,1953,1,1,9999,611,3
2,1956,1,1,9999,611,3
2,1924,2,1,9999,NA,3
2,1939,2,1,9999,NA,3
1,1973,5,1,9999,NA,3
2,1957,2,2,9999,991,3
2,1936,2,1,9999,NA,3
2,1934,2,1,9999,NA,3
1,1939,4,2,9999,NA,3
2,1938,2,1,9999,NA,4
2,1938,2,1,9999,NA,4
1,1939,1,1,9999,NA,4
2,1940,1,1,9999,NA,4
1,1942,1,1,9999,NA,4
2,1952,1,1,9999,NA,4
1,1957,1,1,150,942,3
2,1961,1,1,108,952,3
2,1951,1,2,9999,611,3
1,1942,1,1,9999,941,4
2,1944,1,1,9999,NA,4
1,1974,1,2,608,271,3
2,1978,1,2,50,399,3
1,2003,0,2,9999,NA,3
2,2004,0,2,9999,NA,3
1,1941,1,1,9999,NA,3
2,1944,1,1,9999,NA,3
2,1948,4,2,9999,NA,3
2,1951,3,2,76.9,421,3
1,1962,1,1,9999,NA,3
2,1965,1,1,9999,NA,3
2,1993,5,2,9999,NA,3
1,1939,1,1,9999,NA,3
2,1943,1,1,9999,NA,3
2,1952,2,1,140,952,3
1,1977,1,2,9999,NA,3
2,1981,1,2,220,254,3
1,2009,0,2,9999,NA,3
1,2011,0,2,9999,NA,3
2,1948,2,1,9999,611,3
2,1946,2,2,9999,NA,3
2,1965,2,1,9999,NA,3
1,1991,5,1,9999,999,3
1,1997,0,1,9999,NA,3
1,1959,3,2,9999,910,3
2,1946,2,1,9999,NA,3
1,1932,1,1,9999,NA,3
2,1935,1,1,9999,NA,3
1,1972,5,1,9999,NA,3
2,1942,2,1,20,952,4
1,1944,1,1,9999,NA,7
2,1947,1,2,9999,NA,7
1,1969,5,1,9999,910,7
2,1937,2,1,44.8,941,7
1,1947,1,1,100,942,7
2,1950,1,1,32,951,7
1,1991,5,1,180,753,7
1,1973,5,1,9999,NA,7
2,1937,2,2,9999,611,7
1,1981,1,2,399.6,510,7
2,1983,1,2,147,314,7
2,2010,0,2,9999,NA,7
1,2013,0,2,9999,NA,7
1,1968,1,1,9999,NA,7
2,1968,1,1,109.6,951,7
1,1999,0,1,9999,NA,7
1,1957,1,2,9999,NA,7
2,1958,1,2,154,441,7
2,1985,1,1,213.8,399,7
1,1988,5,2,9999,NA,7
1,1980,1,1,335,510,7
1,1963,1,2,247,873,2
2,1946,1,2,9999,NA,2
2,1931,2,1,9999,NA,2
1,1950,1,2,142,992,2
2,1950,1,2,58,951,2
1,1984,5,1,9999,NA,7
1,1938,1,2,9999,611,7
2,1942,1,2,9999,611,7
2,1935,3,2,9999,NA,7
2,1930,2,2,9999,NA,7
2,1950,1,1,9999,NA,7
1,1946,1,1,9999,NA,7
1,1973,5,1,178,312,7
2,1965,1,2,120,952,7
1,1998,0,2,9999,NA,7
1,1959,5,2,340.8,941,7
1,1926,1,2,9999,NA,7
2,1932,1,2,9999,NA,7
2,1943,2,2,9999,NA,7
1,1962,1,2,425.7,441,7
2,1964,1,2,9999,441,7
1,2002,0,2,9999,NA,7
1,1992,5,2,154,953,7
1,1941,1,1,9999,NA,7
2,1939,1,1,9999,NA,7
1,1977,1,2,310.8,411,7
2,1976,1,2,151,313,7
2,2005,0,2,9999,NA,7
2,2010,0,2,9999,NA,7
1,2011,0,2,9999,NA,7
1,1972,1,1,9999,432,7
2,1977,1,1,9999,521,7
1,2002,0,1,9999,NA,7
2,2004,0,1,9999,NA,7
2,1962,5,2,165.6,441,7
2,1965,2,2,9999,NA,7
1,1960,3,1,200,412,7
2,1923,2,1,9999,NA,7
2,1950,2,1,9999,NA,1
2,1959,3,1,110,421,1
1,1983,5,1,144,910,1
1,1986,5,1,120,399,1
2,1939,2,1,9999,NA,1
1,1983,5,1,160,521,1
1,1950,1,1,9999,NA,1
2,1959,1,1,9999,NA,1
2,1955,4,1,9999,442,7
2,1981,5,1,9999,NA,7
1,1982,5,1,161.7,521,7
1,1966,1,1,374.9,873,2
2,1967,1,1,9999,NA,2
2,1994,5,1,9999,442,2
1,1981,1,2,243.2,741,2
2,1980,1,2,9999,NA,2
1,2006,0,2,9999,NA,2
2,2008,0,2,9999,NA,2
2,1937,1,1,20,952,2
1,1937,1,1,9999,NA,2
1,1937,1,2,9999,NA,2
2,1946,1,2,9999,NA,2
1,1969,1,2,195.4,922,2
2,1973,1,1,9999,NA,2
1,2002,0,1,9999,NA,2
2,2004,0,1,9999,NA,2
2,1944,1,1,60,951,2
1,1970,1,2,451.8,312,2
2,1969,1,2,9999,NA,2
2,1996,5,2,9999,442,2
1,2001,0,2,9999,NA,2
1,1968,1,2,9999,910,7
2,1980,1,2,146.6,930,7
1,1942,1,2,9999,NA,7
2,1949,1,2,9999,NA,7
1,1954,3,2,9999,941,7
1,1996,5,2,9999,NA,7
1,1998,0,2,9999,NA,7
2,2002,0,1,9999,NA,7
2,1974,3,1,9999,442,7
1,1934,1,1,9999,NA,7
2,1939,1,1,9999,NA,7
1,1939,1,1,9999,NA,7
2,1940,1,1,9999,NA,7
1,1933,1,2,9999,NA,7
2,1936,1,2,9999,NA,7
1,1941,1,1,9999,NA,7
2,1942,1,1,9999,NA,7
1,1937,1,2,20,259,7
2,1939,1,2,9999,NA,7
1,1939,1,1,9999,NA,7
2,1943,1,1,9999,NA,7
1,1941,1,1,9999,873,7
2,1945,1,1,9999,NA,7
2,1940,2,2,9999,NA,7
1,1942,1,1,9999,NA,7
2,1948,1,1,9999,NA,7
2,1946,2,1,9999,NA,7
2,1948,2,2,20,941,7
1,1945,1,2,9999,611,7
2,1950,1,2,9999,611,7
1,1929,1,2,9999,611,7
2,1933,1,2,9999,611,7
1,1937,1,2,9999,611,7
2,1936,1,2,9999,611,7
2,1944,2,1,9999,NA,7
1,1955,1,2,9999,611,7
2,1959,1,2,152,421,7
1,1932,1,2,9999,NA,7
2,1941,1,2,9999,NA,7
2,1948,2,1,9999,NA,7
1,1963,1,2,9999,612,7
2,1965,1,2,9999,NA,7
2,1994,5,2,9999,NA,7
2,1932,2,2,9999,NA,7
2,1933,2,2,9999,NA,7
2,1937,2,1,9999,NA,7
2,1933,2,1,9999,NA,7
1,1940,1,2,9999,611,7
2,1941,1,2,20,941,7
1,1956,2,1,9999,941,7
2,1995,5,1,9999,999,7
1,1935,1,2,9999,611,7
2,1933,1,2,9999,NA,7
2,1934,2,2,9999,611,7
2,1931,2,2,9999,NA,7
1,1950,1,2,9999,NA,7
2,1949,1,1,9999,NA,7
2,1944,2,1,9999,NA,7
2,1929,2,2,9999,NA,7
1,1976,1,1,9999,875,7
2,1977,1,1,9999,NA,7
1,2000,0,1,9999,NA,7
2,2008,0,1,9999,NA,7
2,1963,3,1,50,530,7
2,1992,5,1,32,953,7
2,1992,5,1,80,952,7
1,2000,0,1,9999,NA,7
2,1970,1,2,60.1,999,7
1,1946,1,1,9999,NA,7
2,1949,1,1,9999,NA,7
1,1960,1,2,9999,611,7
2,1959,1,2,9999,611,7
1,1941,1,1,9999,NA,7
2,1945,1,1,9999,NA,7
1,1971,4,2,9999,NA,7
1,1980,1,2,9999,841,2
2,1982,1,2,82.8,313,2
2,2008,0,2,9999,NA,2
2,2010,0,2,9999,NA,2
1,1974,5,2,9999,910,1
1,1943,1,2,9999,NA,1
2,1950,1,2,9999,NA,1
1,1977,5,2,100,922,1
1,1949,1,1,114.5,941,1
2,1956,1,1,9999,NA,1
1,1926,1,2,9999,NA,1
2,1927,1,2,9999,NA,1
2,1955,5,2,9999,NA,1
1,1974,1,2,9999,771,2
2,1983,1,2,9999,NA,2
2,2007,0,2,9999,NA,2
2,2009,0,2,9999,NA,2
1,1935,1,2,9999,399,2
2,1938,1,2,9999,NA,2
1,1976,1,1,232,510,2
2,1979,1,1,179,247,2
1,2006,0,1,9999,NA,2
1,2009,0,1,9999,NA,2
1,1943,1,1,9999,NA,2
2,1944,1,1,9999,NA,2
1,1940,1,2,9999,NA,2
2,1942,1,1,9999,NA,2
1,1936,1,1,9999,NA,2
2,1940,1,1,9999,NA,2
2,1946,2,2,9999,NA,2
1,1957,1,1,9999,530,2
2,1963,1,1,358.3,211,2
1,1991,5,1,9999,NA,2
1,1948,3,2,9999,NA,7
2,1954,3,2,9999,NA,7
1,1980,5,2,9999,NA,7
1,1935,1,1,9999,NA,7
2,1942,1,1,9999,NA,7
2,1945,2,1,9999,NA,7
2,1937,2,1,9999,NA,7
2,1942,4,1,9999,NA,7
1,1943,1,2,9999,NA,7
2,1949,1,2,9999,NA,7
1,1946,1,1,9999,823,7
2,1949,1,1,9999,823,7
2,1932,2,2,9999,NA,7
1,1947,1,2,9999,611,7
2,1953,1,2,9999,611,7
2,1934,2,1,9999,NA,7
2,1938,2,1,9999,NA,7
2,1939,2,1,9999,NA,7
2,1936,2,1,9999,NA,7
1,1939,4,2,9999,NA,7
1,1940,1,1,9999,611,7
2,1946,1,1,9999,611,7
1,1974,1,1,215,312,7
2,1942,2,1,9999,NA,7
2,1981,1,1,110,930,7
1,2012,0,1,9999,NA,7
1,1969,1,2,191,942,7
2,1971,1,2,9999,953,7
1,1996,5,2,9999,NA,7
2,2000,0,2,9999,NA,7
1,1953,1,2,157,930,7
2,1960,1,2,9999,NA,7
1,1941,1,2,9999,611,7
2,1942,1,2,9999,611,7
1,1965,1,1,301.6,873,7
2,1972,1,1,9999,NA,7
2,1993,5,1,9999,NA,7
1,1996,5,1,9999,NA,7
2,1937,2,1,9999,NA,7
2,1997,0,2,9999,NA,7
2,2007,0,2,9999,NA,7
1,1944,1,1,9999,NA,7
2,1948,1,1,9999,NA,7
2,1946,2,2,9999,NA,7
2,1940,2,1,9999,NA,7
1,1933,1,2,9999,611,7
2,1942,1,2,9999,611,7
1,1930,1,2,9999,NA,7
2,1939,1,2,9999,NA,7
2,1995,5,2,9999,NA,7
1,1946,1,2,9999,442,7
2,1950,1,2,9999,442,7
2,1972,3,2,250,442,7
2,1927,2,2,9999,NA,7
2,1930,2,2,9999,NA,7
1,1964,1,1,158,772,7
2,1971,1,1,200,521,7
2,1997,0,1,9999,NA,7
2,1999,0,1,9999,NA,7
1,1936,1,1,20,941,7
2,1945,1,1,9999,NA,7
1,1955,1,1,9999,873,7
2,1957,1,1,9999,NA,7
2,1986,1,2,9999,NA,7
1,1988,5,1,9999,NA,7
2,1991,5,1,144.8,247,7
1,1981,1,2,231,312,7
1,1973,1,1,303.3,510,7
2,1975,1,1,40,873,7
1,2002,0,1,9999,NA,7
1,2004,0,1,9999,NA,7
2,2013,0,2,9999,NA,7
1,1967,1,2,9999,873,7
2,1970,1,2,212,313,7
2,1997,0,2,9999,NA,7
2,2004,0,2,9999,NA,7
1,2008,0,2,9999,NA,7
1,1965,1,2,9999,873,7
2,1956,1,2,9999,NA,7
1,1993,5,2,142.1,312,7
1,1991,5,2,9999,NA,7
1,1941,1,1,20,999,7
2,1948,1,1,9999,NA,7
1,1965,1,2,9999,285,7
2,1975,1,2,44,442,7
1,2000,0,2,9999,NA,7
1,2005,0,2,9999,NA,7
1,2011,0,2,9999,NA,7
1,1931,1,1,9999,611,7
2,1932,1,1,9999,NA,7
1,1940,1,2,9999,611,7
2,1939,1,2,9999,NA,7
1,1966,1,1,593.3,135,1
2,1968,1,1,9999,NA,1
1,1994,5,1,9999,NA,1
1,1995,5,1,9999,NA,1
1,1997,0,1,9999,NA,1
1,1974,1,1,329.1,134,1
2,1974,1,2,9999,NA,1
1,2007,0,2,9999,NA,1
2,1942,2,1,9999,NA,1
1,1936,1,2,9999,NA,1
2,1937,1,1,9999,NA,1
1,1941,2,1,9999,NA,1
1,1935,2,2,9999,NA,2
1,1976,1,1,360,313,2
2,1976,1,1,9999,510,2
1,2012,0,1,9999,NA,2
1,1947,1,1,9999,NA,2
2,1944,1,1,76,941,2
1,1972,5,2,374.2,442,2
1,1947,1,2,9999,NA,2
2,1948,1,2,50,951,2
1,1940,1,2,9999,NA,7
2,1955,1,2,9999,NA,7
2,1991,5,2,9999,NA,7
2,1965,5,1,9999,NA,2
1,1938,1,2,9999,NA,2
2,1941,1,2,9999,NA,2
1,1947,1,1,9999,NA,7
2,1949,1,1,9999,951,7
1,1976,5,2,9999,NA,7
1,1929,1,2,9999,NA,7
2,1933,1,2,9999,NA,7
1,1940,1,2,9999,NA,7
2,1945,1,1,9999,NA,7
2,1943,2,2,20,941,7
1,1941,1,2,72.5,942,7
2,1942,1,1,9999,NA,7
2,1954,5,1,9999,NA,7
1,1936,3,2,9999,NA,7
1,1957,1,1,9999,NA,7
2,1952,1,1,9999,NA,7
1,1980,1,2,320.3,312,7
2,1983,1,2,9999,NA,7
1,2010,0,2,9999,NA,7
1,2012,0,2,9999,NA,7
1,1959,1,1,208.3,312,7
2,1962,1,1,108,930,7
1,1937,1,2,9999,NA,7
2,1940,1,2,9999,NA,7
1,1972,5,2,200,864,7
1,1931,1,2,9999,NA,7
2,1933,1,2,9999,NA,7
2,1938,2,1,9999,NA,7
2,1950,2,2,9999,NA,7
1,1936,1,1,9999,611,7
2,1942,1,1,9999,611,7
1,1942,1,1,9999,248,7
2,1944,1,1,9999,NA,7
1,1938,1,1,9999,NA,7
2,1940,1,1,9999,611,7
1,1936,1,1,9999,611,7
2,1946,1,1,18,611,7
2,1945,2,1,117,953,7
2,1959,3,1,9999,NA,7
1,1986,5,2,200,259,7
1,1969,1,1,169.6,930,7
2,1976,1,1,9999,NA,7
1,2008,0,1,9999,NA,7
2,2011,0,1,9999,NA,7
1,1965,1,2,9999,761,7
2,1971,1,2,9999,NA,7
1,2003,0,2,9999,NA,7
1,1975,1,1,300,761,7
2,1986,1,1,9999,NA,7
2,1931,2,2,9999,NA,7
1,1921,1,2,9999,NA,7
2,1927,1,2,9999,NA,7
2,1949,2,1,9999,NA,7
2,1934,2,1,9999,NA,3
2,1937,2,1,9999,NA,2
2,1932,2,2,9999,NA,2
2,1938,2,2,9999,NA,3
1,1932,2,1,9999,NA,3
2,1932,2,2,9999,NA,3
2,1931,2,2,9999,NA,3
2,1934,2,2,9999,NA,3
2,1933,2,1,9999,NA,3
1,1977,5,1,422,854,3
1,1935,2,1,9999,NA,3
2,1934,2,1,9999,NA,3
2,1959,2,1,9999,442,3
2,1980,5,1,150,313,3
1,1978,5,2,9999,NA,3
1,1927,2,1,9999,NA,3
1,1965,1,2,9999,772,3
2,1969,1,2,170,952,3
1,1995,5,2,9999,NA,3
1,2001,0,2,9999,NA,3
1,1951,1,1,9999,873,3
2,1949,1,1,9999,NA,3
1,1950,1,1,9999,910,3
2,1957,1,1,9999,NA,3
2,1954,3,1,95,941,3
1,1959,1,1,300,761,3
2,1966,1,1,85,951,3
1,1983,5,1,213,153,3
1,1949,1,2,9999,NA,3
2,1954,1,2,9999,NA,3
1,1978,5,2,9999,NA,3
1,1959,1,2,667,854,3
2,1963,1,2,9999,NA,3
1,1973,3,2,9999,874,3
2,1975,3,2,153,247,3
2,1998,0,2,9999,NA,3
2,2001,0,2,9999,NA,3
1,1949,1,1,9999,NA,3
2,1965,1,1,9999,NA,3
2,1946,2,1,9999,NA,3
1,1940,1,2,9999,NA,3
2,1940,1,2,9999,NA,3
2,1940,2,2,9999,NA,3
2,1939,2,1,9999,NA,3
2,1957,3,2,112,952,3
2,1986,5,2,9999,NA,3
1,1940,1,1,9999,NA,3
2,1940,1,1,9999,NA,3
1,1965,5,2,9999,NA,3
1,1950,1,2,213,910,3
2,1953,1,2,111,941,3
2,1979,5,2,9999,NA,3
1,1951,1,2,9999,611,3
2,1955,1,2,9999,NA,3
2,1933,1,2,9999,NA,3
1,1938,1,2,9999,NA,3
1,1951,1,2,9999,159,3
2,1952,1,2,9999,611,3
2,1986,5,2,375,243,1
1,1955,1,2,250,312,3
2,1956,1,2,9999,NA,3
2,1983,1,2,9999,NA,3
1,1987,5,2,9999,NA,3
1,1986,1,2,9999,151,3
1,1959,1,2,9999,521,3
2,1964,1,2,9999,NA,3
1,1988,5,2,237,312,3
1,1938,1,1,9999,NA,3
2,1938,1,1,9999,NA,3
1,1968,1,1,375,312,3
2,1971,1,1,9999,NA,3
2,1999,0,1,9999,NA,3
1,2000,0,1,9999,NA,3
1,1955,1,2,9999,873,3
2,1960,1,1,9999,NA,3
1,1946,1,1,9999,NA,3
2,1948,1,1,9999,NA,3
1,1977,5,2,100,999,3
2,1936,2,2,9999,NA,3
2,1932,2,1,9999,NA,3
1,1936,1,1,9999,NA,3
2,1941,1,1,9999,NA,3
1,1958,2,1,9999,NA,1
2,1942,2,1,9999,NA,1
1,1969,5,1,505.8,320,1
1,1940,1,1,9999,NA,1
2,1942,1,1,9999,NA,1
2,1941,2,1,9999,NA,1
1,1979,1,2,350,222,2
2,1979,1,2,58.3,259,2
1,2011,0,2,9999,NA,2
1,1933,2,2,9999,NA,2
1,1963,1,2,9999,772,2
2,1967,1,1,9999,NA,2
2,2010,0,2,9999,NA,2
1,1963,1,2,9999,873,2
2,1973,1,2,9999,NA,2
2,1992,5,2,9999,NA,2
2,1995,5,2,9999,NA,2
2,2002,0,2,9999,NA,2
2,1936,2,2,9999,NA,2
1,1955,1,2,207.5,730,2
2,1960,1,2,9999,722,2
1,1939,1,2,9999,NA,2
2,1949,1,2,88.3,941,2
1,1947,1,1,9999,274,2
2,1941,1,1,9999,NA,2
1,1963,5,2,9999,NA,2
2,1937,2,1,9999,NA,2
1,1934,1,1,9999,NA,2
2,1942,1,1,103.4,941,2
1,1942,1,1,9999,NA,2
2,1947,1,1,55,421,2
1,2008,0,1,9999,NA,2
1,1972,1,2,9999,761,3
2,1973,1,2,119,953,3
2,2000,0,2,9999,NA,3
2,2003,0,2,9999,NA,3
2,1941,2,1,9999,NA,3
2,1936,2,2,9999,NA,3
1,1979,1,2,316.7,312,3
2,1979,1,2,9999,NA,3
2,2009,0,2,9999,NA,3
2,2013,0,2,9999,NA,3
1,1948,1,2,9999,NA,3
2,1952,1,2,9999,NA,3
1,1931,1,2,9999,NA,3
2,1935,1,2,9999,NA,3
2,1973,3,2,146,314,3
2,1998,0,2,9999,NA,3
2,1999,0,2,9999,NA,3
2,1953,3,1,9999,NA,3
1,1944,1,1,9999,921,3
2,1945,1,1,9999,NA,3
2,1934,2,1,9999,NA,3
1,1957,1,1,642,312,3
2,1958,1,1,9999,259,3
2,1986,1,1,307.17,259,3
1,1989,5,1,160,254,3
1,1984,1,1,508,235,3
2,1942,2,1,9999,530,3
1,1963,5,1,9999,NA,3
2,1937,2,1,30,941,3
1,1962,1,1,625.92,742,3
2,1964,1,1,9999,NA,3
1,1952,1,2,344.57,743,3
2,1959,1,2,9999,NA,3
1,1978,5,2,385.5,753,3
1,1952,1,1,251.33,851,3
2,1952,1,1,9999,NA,3
2,1978,1,1,9999,NA,3
1,1971,1,1,543.73,141,3
1,1965,1,1,9999,NA,2
1,1997,0,1,9999,NA,2
2,1934,2,1,9999,NA,2
2,1965,1,1,1000,530,2
1,1995,5,1,9999,NA,2
1,1997,0,1,9999,NA,2
2,1965,3,2,78,442,3
2,1935,2,2,9999,NA,3
1,1946,1,1,9999,NA,3
2,1951,1,1,9999,NA,3
2,1999,0,1,9999,NA,3
1,1943,1,1,9999,NA,3
2,1947,1,1,9999,NA,3
1,1942,5,2,9999,NA,3
1,1954,1,1,9999,873,3
2,1956,1,1,9999,NA,3
1,1940,1,1,9999,611,3
2,1947,1,1,9999,611,3
2,1944,2,1,9999,422,3
2,1942,2,1,9999,NA,2
1,1969,5,1,170,891,2
1,1938,1,2,9999,NA,2
2,1946,1,1,9999,530,2
1,1973,5,2,9999,921,2
2,1938,2,1,9999,521,2
1,1946,3,2,540,139,2
2,1937,2,1,75.8,941,2
2,1956,2,2,9999,NA,2
2,1951,2,1,78,951,2
2,1981,1,2,9999,NA,2
1,1980,1,2,9999,772,2
1,1946,1,1,9999,NA,2
2,1946,1,1,9999,NA,2
1,1947,1,1,9999,873,2
2,1950,1,1,9999,NA,2
1,1948,1,1,138.3,942,2
2,1950,1,1,9999,NA,2
1,1950,1,2,153.7,942,2
2,1952,1,2,9999,NA,2
1,1934,1,1,9999,NA,2
2,1942,1,1,9999,NA,2
1,1940,1,1,9999,NA,2
2,1940,1,1,9999,NA,2
2,1972,5,1,9999,NA,2
2,1921,2,1,9999,NA,2
2,1937,2,2,9999,NA,3
1,1968,5,2,9999,521,3
2,1944,2,2,9999,NA,3
2,1977,5,2,257,243,3
1,1979,1,2,168.3,311,3
